Time,PosX,PosY,PosZ,QuatW,QuatX,QuatY,QuatZ,VelX,VelY,VelZ,
1609652104428162048,3.93255,5.13336,0.03685,0.50935,-0.00044,-0.00130,0.86056,-0.41743,0.41134,-0.02956,
1609652104494882048,3.90530,5.15816,0.03687,0.49697,-0.00047,-0.00112,0.86777,-0.40598,0.38026,-0.03457,
1609652104561671168,3.87710,5.18145,0.03744,0.48440,-0.00045,-0.00092,0.87485,-0.40901,0.35962,0.00798,
1609652104628187392,3.84805,5.20378,0.03803,0.47174,-0.00032,-0.00073,0.88174,-0.42689,0.35400,0.03065,
1609652104694867968,3.81825,5.22528,0.03817,0.45892,-0.00034,-0.00063,0.88848,-0.42100,0.33029,0.03579,
1609652104761690880,3.78781,5.24647,0.03813,0.44579,-0.00029,-0.00056,0.89514,-0.44441,0.34247,0.01978,
1609652104828207616,3.75688,5.26679,0.03758,0.43257,-0.00018,-0.00038,0.90160,-0.47055,0.32940,-0.02952,
1609652104895123200,3.72522,5.28587,0.03674,0.41910,-0.00013,-0.00009,0.90794,-0.47275,0.30440,-0.00380,
1609652104961615360,3.69344,5.30388,0.03668,0.40560,-0.00004,0.00014,0.91405,-0.48206,0.31052,0.01916,
1609652105028346112,3.66132,5.32207,0.03666,0.39221,0.00011,0.00020,0.91988,-0.50556,0.31981,0.02830,
1609652105095341824,3.62841,5.33915,0.03669,0.37855,0.00042,0.00025,0.92558,-0.52592,0.29333,-0.00323,
1609652105161881344,3.59528,5.35450,0.03635,0.36473,0.00053,0.00025,0.93111,-0.51137,0.24943,-0.03046,
1609652105228512000,3.56099,5.36891,0.03498,0.35046,0.00037,0.00030,0.93658,-0.52058,0.24295,-0.03084,
1609652105295224320,3.52587,5.38191,0.03422,0.33613,0.00055,0.00038,0.94182,-0.54380,0.22938,-0.04483,
1609652105361590528,3.49065,5.39294,0.03420,0.32167,0.00068,0.00036,0.94685,-0.52380,0.20082,-0.00984,
1609652105428452864,3.45488,5.40374,0.03442,0.30705,0.00074,0.00034,0.95169,-0.53648,0.18857,0.00439,
1609652105495048448,3.41890,5.41326,0.03510,0.29251,0.00088,0.00030,0.95626,-0.52612,0.17573,0.02709,
1609652105561761024,3.38275,5.42135,0.03560,0.27797,0.00105,0.00037,0.96059,-0.53937,0.16522,0.03327,
1609652105628317440,3.34647,5.42850,0.03596,0.26335,0.00123,0.00053,0.96470,-0.55021,0.15438,0.03452,
1609652105695006464,3.31001,5.43490,0.03600,0.24850,0.00146,0.00068,0.96863,-0.56300,0.12700,0.00936,
1609652105761983488,3.27315,5.44024,0.03523,0.23352,0.00148,0.00098,0.97235,-0.54372,0.07949,-0.02380,
1609652105828662272,3.23649,5.44439,0.03401,0.21887,0.00121,0.00138,0.97575,-0.51725,0.04068,-0.04070,
1609652105895238912,3.20006,5.44750,0.03260,0.20418,0.00070,0.00181,0.97893,-0.47926,0.02557,-0.02486,
1609652105962088704,3.16244,5.44996,0.03239,0.18927,0.00026,0.00217,0.98192,-0.48555,0.00221,-0.03615,
1609652106028554752,3.12532,5.45055,0.03160,0.17418,0.00014,0.00229,0.98471,-0.53507,0.00990,-0.01881,
1609652106095567360,3.08798,5.45030,0.03127,0.15902,0.00017,0.00226,0.98727,-0.53783,0.01787,-0.01855,
1609652106161910784,3.05120,5.44938,0.03135,0.14407,0.00044,0.00204,0.98957,-0.52718,0.03300,0.00640,
1609652106228618496,3.01429,5.44772,0.03130,0.12900,0.00046,0.00171,0.99164,-0.51115,0.00717,0.00161,
1609652106295328000,2.97693,5.44467,0.03155,0.11389,0.00051,0.00144,0.99349,-0.50292,-0.02384,0.00626,
1609652106361827840,2.93952,5.44056,0.03107,0.09915,0.00053,0.00126,0.99507,-0.57855,-0.03779,-0.01644,
1609652106428695296,2.90204,5.43548,0.03014,0.08451,0.00068,0.00107,0.99642,-0.54966,-0.07612,-0.03226,
1609652106495271168,2.86552,5.42980,0.02924,0.07043,0.00079,0.00100,0.99752,-0.53354,-0.08730,-0.01681,
1609652106562025216,2.83000,5.42340,0.02901,0.05662,0.00097,0.00085,0.99839,-0.53079,-0.07729,0.03590,
1609652106628645120,2.79536,5.41607,0.02861,0.04380,0.00119,0.00070,0.99904,-0.52830,-0.09205,0.03568,
1609652106695481088,2.76100,5.40894,0.02813,0.03319,0.00153,0.00083,0.99945,-0.53355,-0.11469,-0.00908,
1609652106762006016,2.72895,5.40192,0.02754,0.02398,0.00182,0.00090,0.99971,-0.48342,-0.08801,-0.00199,
1609652106828830976,2.69799,5.39514,0.02657,0.01639,0.00198,0.00092,0.99986,-0.44087,-0.08387,-0.00023,
1609652106895297536,2.66830,5.38960,0.02651,0.01101,0.00217,0.00081,0.99994,-0.43633,-0.06703,-0.00117,
1609652106962050560,2.64018,5.38566,0.02635,0.00817,0.00229,0.00083,0.99996,-0.42613,-0.05920,-0.01187,
1609652107028759040,2.61255,5.38276,0.02638,0.00687,0.00231,0.00104,0.99997,-0.42254,-0.05955,-0.01492,
1609652107095388672,2.58597,5.38015,0.02651,0.00658,0.00263,0.00125,0.99997,-0.43696,-0.05705,0.00456,
1609652107162137856,2.55886,5.37698,0.02679,0.00568,0.00282,0.00144,0.99998,-0.43824,-0.05140,0.01042,
1609652107228877312,2.53119,5.37395,0.02720,0.00447,0.00292,0.00153,0.99998,-0.44577,-0.05543,0.01141,
1609652107295517696,2.50307,5.37017,0.02728,0.00213,0.00294,0.00160,0.99999,-0.44139,-0.05949,0.02585,
1609652107362099712,2.47417,5.36520,0.02698,-0.00182,0.00282,0.00161,0.99999,-0.43582,-0.07348,0.01402,
1609652107428814848,2.44521,5.35962,0.02751,-0.00671,0.00283,0.00149,0.99997,-0.42103,-0.06943,0.01802,
1609652107495663360,2.41484,5.35355,0.02785,-0.01272,0.00271,0.00145,0.99991,-0.46279,-0.10663,0.01401,
1609652107562243328,2.38550,5.34646,0.02788,-0.01932,0.00265,0.00133,0.99981,-0.43376,-0.11112,0.00277,
1609652107628831232,2.35529,5.33841,0.02742,-0.02636,0.00234,0.00132,0.99965,-0.42197,-0.11462,-0.00548,
1609652107695808768,2.32471,5.33030,0.02712,-0.03356,0.00205,0.00129,0.99943,-0.44635,-0.13697,-0.01889,
1609652107762250752,2.29442,5.32107,0.02700,-0.04105,0.00198,0.00122,0.99915,-0.46062,-0.11968,-0.01222,
1609652107828886528,2.26333,5.31154,0.02760,-0.04834,0.00187,0.00118,0.99883,-0.45335,-0.14297,-0.00700,
1609652107895611648,2.23317,5.30193,0.02787,-0.05593,0.00188,0.00112,0.99843,-0.44866,-0.15346,0.00374,
1609652107962321664,2.20288,5.29119,0.02880,-0.06352,0.00146,0.00098,0.99798,-0.43712,-0.14453,0.01351,
1609652108029313792,2.17305,5.28007,0.02861,-0.07127,0.00138,0.00085,0.99746,-0.43899,-0.15250,0.02169,
1609652108095777280,2.14340,5.26807,0.02986,-0.07892,0.00105,0.00063,0.99688,-0.44620,-0.17024,0.00613,
1609652108162288640,2.11405,5.25630,0.02932,-0.08633,0.00096,0.00048,0.99627,-0.42243,-0.16816,-0.00166,
1609652108229047040,2.08393,5.24344,0.03002,-0.09336,0.00059,0.00035,0.99563,-0.43922,-0.18086,-0.00374,
1609652108295800320,2.05483,5.23170,0.02925,-0.10039,0.00033,0.00033,0.99495,-0.43147,-0.19637,-0.01343,
1609652108362524672,2.02697,5.21800,0.03030,-0.10734,0.00017,0.00048,0.99422,-0.43367,-0.20638,0.00131,
1609652108429480960,1.99864,5.20514,0.03025,-0.11359,0.00023,0.00065,0.99353,-0.44227,-0.21998,0.00417,
1609652108495743744,1.97020,5.19127,0.03031,-0.11938,0.00006,0.00055,0.99285,-0.41620,-0.20890,-0.01027,
1609652108562441472,1.94278,5.17854,0.03061,-0.12524,0.00024,0.00057,0.99213,-0.42173,-0.20875,0.00825,
1609652108629175552,1.91517,5.16394,0.03096,-0.13082,0.00022,0.00042,0.99141,-0.42127,-0.22159,0.01059,
1609652108695729920,1.88799,5.15040,0.03075,-0.13655,0.00022,0.00048,0.99063,-0.41238,-0.21089,-0.00145,
1609652108762591232,1.86089,5.13556,0.03174,-0.14186,0.00012,0.00037,0.98989,-0.36962,-0.19737,-0.00947,
1609652108829236992,1.83423,5.12159,0.03160,-0.14715,0.00014,0.00027,0.98911,-0.40707,-0.19702,0.01152,
1609652108895906304,1.80888,5.10639,0.03229,-0.15113,0.00014,0.00000,0.98851,-0.38956,-0.18917,-0.00023,
1609652108962636544,1.78404,5.09363,0.03206,-0.15319,0.00012,-0.00000,0.98820,-0.38566,-0.20049,-0.01780,
1609652109029322240,1.75857,5.08046,0.03258,-0.15451,0.00012,-0.00021,0.98799,-0.34889,-0.17508,-0.00444,
1609652109096000000,1.73356,5.06907,0.03229,-0.15548,0.00001,-0.00009,0.98784,-0.36803,-0.18126,0.00420,
1609652109162717440,1.70852,5.05737,0.03225,-0.15635,-0.00000,-0.00011,0.98770,-0.35683,-0.17300,-0.00149,
1609652109229243904,1.68403,5.04599,0.03224,-0.15665,0.00017,-0.00013,0.98765,-0.38520,-0.17774,-0.00525,
1609652109296025856,1.65952,5.03473,0.03233,-0.15658,0.00034,-0.00015,0.98766,-0.39474,-0.17565,-0.00157,
1609652109362617600,1.63551,5.02289,0.03315,-0.15656,0.00056,-0.00043,0.98767,-0.36716,-0.16991,-0.00495,
1609652109429439488,1.61107,5.01187,0.03354,-0.15640,0.00062,-0.00045,0.98769,-0.35347,-0.16065,-0.00099,
1609652109496013568,1.58674,5.00048,0.03362,-0.15642,0.00055,-0.00040,0.98769,-0.36387,-0.16931,-0.00238,
1609652109562697728,1.56238,4.98933,0.03367,-0.15635,0.00071,-0.00033,0.98770,-0.37400,-0.16596,0.00353,
1609652109629367040,1.53794,4.97822,0.03376,-0.15630,0.00093,-0.00023,0.98771,-0.38396,-0.17741,0.00073,
1609652109696014592,1.51338,4.96708,0.03387,-0.15649,0.00098,-0.00022,0.98768,-0.38265,-0.18067,0.00002,
1609652109762777344,1.48864,4.95519,0.03423,-0.15751,0.00111,-0.00019,0.98752,-0.37693,-0.18228,0.00466,
1609652109829515776,1.46396,4.94275,0.03476,-0.15881,0.00121,-0.00017,0.98731,-0.38043,-0.18487,0.01194,
1609652109896216576,1.43794,4.93150,0.03593,-0.16007,0.00127,-0.00028,0.98710,-0.38104,-0.18817,0.01529,
1609652109962807296,1.41335,4.91887,0.03598,-0.16135,0.00135,-0.00020,0.98690,-0.35932,-0.18388,0.00823,
1609652110029367296,1.38856,4.90683,0.03626,-0.16261,0.00119,-0.00020,0.98669,-0.36010,-0.18099,0.00807,
1609652110096184576,1.36365,4.89422,0.03610,-0.16395,0.00115,-0.00020,0.98647,-0.36236,-0.19341,0.00606,
1609652110162717696,1.33889,4.88185,0.03657,-0.16516,0.00116,-0.00019,0.98627,-0.34351,-0.18022,0.01315,
1609652110229408256,1.31359,4.87071,0.03822,-0.16661,0.00121,-0.00033,0.98602,-0.35920,-0.18808,0.00832,
1609652110296233728,1.28864,4.85760,0.03829,-0.16853,0.00107,-0.00036,0.98570,-0.34294,-0.18957,0.00688,
1609652110362829312,1.26356,4.84446,0.03814,-0.17054,0.00091,-0.00047,0.98535,-0.36478,-0.21025,-0.00761,
1609652110429579264,1.23866,4.83102,0.03778,-0.17285,0.00076,-0.00061,0.98495,-0.35466,-0.20029,-0.00963,
1609652110496357888,1.21342,4.81732,0.03780,-0.17561,0.00072,-0.00060,0.98446,-0.38618,-0.21919,-0.00890,
1609652110562957312,1.18709,4.80502,0.03926,-0.17846,0.00072,-0.00081,0.98395,-0.36334,-0.19620,-0.00117,
1609652110630144000,1.16192,4.79032,0.03886,-0.18152,0.00060,-0.00080,0.98339,-0.37386,-0.22961,-0.01388,
1609652110696456448,1.13698,4.77572,0.03786,-0.18483,0.00054,-0.00068,0.98277,-0.37320,-0.22398,-0.01266,
1609652110762945280,1.12013,4.75628,0.02668,-0.18774,0.00093,-0.00115,0.98222,-0.40438,-0.26511,-0.03654,
1609652110829718272,1.08723,4.74648,0.03849,-0.19141,0.00050,-0.00053,0.98151,-0.38345,-0.24899,-0.00683,
1609652110896365824,1.06263,4.73132,0.03884,-0.19456,0.00058,-0.00042,0.98089,-0.37256,-0.23894,0.00784,
1609652110963106304,1.03722,4.71650,0.03975,-0.19789,0.00051,-0.00039,0.98022,-0.37936,-0.25239,-0.00459,
1609652111029674240,1.01264,4.70099,0.03931,-0.20109,0.00047,-0.00021,0.97957,-0.37524,-0.24437,-0.00582,
1609652111096262144,0.98827,4.68573,0.03903,-0.20400,0.00046,0.00003,0.97897,-0.40217,-0.24977,-0.00108,
1609652111163183616,0.96426,4.67077,0.03998,-0.20702,0.00047,-0.00002,0.97834,-0.37146,-0.23594,0.00540,
1609652111229749760,0.94002,4.65504,0.03992,-0.21008,0.00024,0.00003,0.97768,-0.34065,-0.23709,-0.00112,
1609652111296345600,0.91571,4.63867,0.04016,-0.21367,0.00022,-0.00001,0.97691,-0.34782,-0.24087,0.00830,
1609652111363100416,0.89057,4.62233,0.04171,-0.21733,-0.00010,-0.00000,0.97610,-0.33901,-0.23077,-0.00008,
1609652111429792000,0.86678,4.60567,0.04111,-0.22089,-0.00018,0.00003,0.97530,-0.37484,-0.26475,-0.01600,
1609652111496574720,0.84295,4.58866,0.04115,-0.22442,-0.00012,0.00002,0.97449,-0.37616,-0.25622,-0.00777,
1609652111563160320,0.81947,4.57185,0.04129,-0.22820,-0.00029,-0.00002,0.97361,-0.34418,-0.26106,-0.00751,
1609652111629911808,0.79583,4.55506,0.04138,-0.23160,-0.00016,-0.00015,0.97281,-0.34081,-0.24960,-0.00159,
1609652111696521728,0.77254,4.53775,0.04138,-0.23496,-0.00022,-0.00023,0.97201,-0.31426,-0.23147,-0.00470,
1609652111763115264,0.74882,4.52080,0.04141,-0.23742,-0.00021,-0.00051,0.97141,-0.31706,-0.23495,0.00559,
1609652111830085376,0.72622,4.50465,0.04184,-0.23896,-0.00021,-0.00058,0.97103,-0.29282,-0.21210,0.01047,
1609652111896594176,0.70367,4.48829,0.04185,-0.24063,-0.00035,-0.00075,0.97062,-0.31401,-0.23717,-0.00545,
1609652111963223296,0.68036,4.47199,0.04203,-0.24189,-0.00032,-0.00104,0.97030,-0.32273,-0.22749,0.00432,
1609652112030075136,0.65802,4.45624,0.04254,-0.24275,-0.00035,-0.00094,0.97009,-0.29419,-0.21101,0.00497,
1609652112096657664,0.63559,4.44070,0.04274,-0.24348,-0.00047,-0.00095,0.96991,-0.31996,-0.22096,0.00049,
1609652112163432704,0.61318,4.42487,0.04329,-0.24410,-0.00032,-0.00097,0.96975,-0.31822,-0.22907,0.01115,
1609652112230363904,0.59123,4.40872,0.04379,-0.24469,-0.00032,-0.00093,0.96960,-0.30572,-0.23195,0.00050,
1609652112296918272,0.56885,4.39392,0.04379,-0.24495,-0.00027,-0.00089,0.96953,-0.32557,-0.23397,-0.00199,
1609652112363381760,0.54677,4.37849,0.04450,-0.24508,-0.00013,-0.00082,0.96950,-0.33657,-0.23035,0.01156,
1609652112430277376,0.52451,4.36250,0.04461,-0.24548,-0.00013,-0.00079,0.96940,-0.33605,-0.25169,-0.00392,
1609652112496646144,0.50258,4.34698,0.04473,-0.24555,-0.00009,-0.00070,0.96938,-0.32811,-0.23408,-0.00149,
1609652112563432960,0.48056,4.33151,0.04508,-0.24572,-0.00005,-0.00055,0.96934,-0.33557,-0.24109,-0.01516,
1609652112630046976,0.45841,4.31641,0.04478,-0.24547,-0.00005,-0.00038,0.96940,-0.34152,-0.24258,-0.01035,
1609652112696784384,0.43515,4.30215,0.04494,-0.24564,0.00019,-0.00016,0.96936,-0.34503,-0.24367,0.00648,
1609652112763393536,0.41306,4.28617,0.04508,-0.24594,0.00022,-0.00015,0.96929,-0.32528,-0.24413,-0.00003,
1609652112830346752,0.39072,4.27041,0.04481,-0.24660,0.00020,-0.00000,0.96912,-0.33109,-0.23571,0.00617,
1609652112896927744,0.36870,4.25445,0.04520,-0.24732,0.00040,-0.00004,0.96893,-0.33858,-0.24708,0.00770,
1609652112963457024,0.34678,4.23783,0.04485,-0.24833,0.00033,0.00002,0.96868,-0.30742,-0.23608,0.00599,
1609652113030345728,0.32485,4.22137,0.04465,-0.24906,0.00027,0.00009,0.96849,-0.31786,-0.23717,0.00954,
1609652113097257984,0.30163,4.20650,0.04388,-0.25000,0.00042,0.00036,0.96825,-0.34599,-0.25818,0.00140,
1609652113163536128,0.27976,4.19017,0.04419,-0.25096,0.00044,0.00045,0.96800,-0.33182,-0.24998,0.00222,
1609652113230795520,0.25770,4.17331,0.04442,-0.25194,0.00054,0.00059,0.96774,-0.33273,-0.24305,0.01644,
1609652113296960000,0.23588,4.15702,0.04443,-0.25285,0.00052,0.00055,0.96750,-0.33329,-0.24958,0.00625,
1609652113363528192,0.21345,4.14072,0.04406,-0.25372,0.00035,0.00044,0.96728,-0.29930,-0.21971,0.00804,
1609652113430270464,0.19063,4.12547,0.04365,-0.25463,0.00030,0.00058,0.96704,-0.30489,-0.24989,-0.01392,
1609652113496971776,0.16889,4.10847,0.04365,-0.25569,0.00016,0.00055,0.96676,-0.30633,-0.23462,-0.00786,
1609652113563680000,0.14666,4.09185,0.04397,-0.25671,0.00015,0.00045,0.96649,-0.31921,-0.26987,-0.01634,
1609652113630403840,0.12492,4.07524,0.04405,-0.25744,0.00021,0.00045,0.96629,-0.32566,-0.24889,0.00041,
1609652113697013504,0.10320,4.05858,0.04400,-0.25829,0.00006,0.00046,0.96607,-0.32507,-0.27094,-0.01635,
1609652113763622144,0.08059,4.04283,0.04411,-0.25917,0.00020,0.00039,0.96583,-0.31974,-0.24867,-0.00219,
1609652113830582784,0.05869,4.02582,0.04352,-0.26014,0.00008,0.00043,0.96557,-0.32342,-0.27218,-0.00935,
1609652113896997888,0.03689,4.00944,0.04374,-0.26085,0.00009,0.00040,0.96538,-0.31762,-0.25581,0.00194,
1609652113963600384,0.01568,3.99226,0.04376,-0.26175,0.00013,0.00046,0.96514,-0.32515,-0.27038,-0.00444,
1609652114030443264,-0.00579,3.97516,0.04365,-0.26241,-0.00008,0.00048,0.96496,-0.30886,-0.24605,-0.00784,
1609652114097009920,-0.00950,3.94425,0.04689,-0.26156,-0.00046,-0.00039,0.96519,-0.29017,-0.27577,-0.00643,
1609652114163747840,-0.04978,3.94248,0.04520,-0.26376,-0.00038,0.00052,0.96459,-0.32202,-0.25313,0.00234,
1609652114230618112,-0.07124,3.92548,0.04553,-0.26457,-0.00029,0.00049,0.96437,-0.32840,-0.26087,0.01619,
1609652114297092096,-0.09273,3.90860,0.04602,-0.26530,-0.00015,0.00052,0.96417,-0.33137,-0.25118,0.00576,
1609652114363778816,-0.11435,3.89166,0.04566,-0.26599,-0.00029,0.00049,0.96397,-0.30262,-0.25741,0.00263,
1609652114430526720,-0.13609,3.87494,0.04585,-0.26661,-0.00041,0.00047,0.96380,-0.31217,-0.25195,0.00543,
1609652114497178112,-0.16076,3.86114,0.04781,-0.26774,-0.00062,0.00053,0.96349,-0.31752,-0.25065,0.00268,
1609652114564010752,-0.18073,3.84192,0.04699,-0.26838,-0.00058,0.00047,0.96331,-0.31694,-0.25953,-0.00174,
1609652114630803968,-0.20192,3.82483,0.04714,-0.26903,-0.00052,0.00060,0.96313,-0.32506,-0.26003,0.00375,
1609652114697154816,-0.22258,3.80745,0.04663,-0.26973,-0.00039,0.00076,0.96294,-0.33069,-0.25639,0.00761,
1609652114764016640,-0.24393,3.79042,0.04634,-0.27046,-0.00030,0.00096,0.96273,-0.33936,-0.27370,0.00151,
1609652114830516224,-0.26668,3.77545,0.04735,-0.27130,-0.00029,0.00108,0.96249,-0.32693,-0.26976,0.00443,
1609652114897149696,-0.28811,3.75831,0.04803,-0.27216,-0.00015,0.00112,0.96225,-0.32926,-0.26368,0.00157,
1609652114963875584,-0.30942,3.74113,0.04825,-0.27296,-0.00005,0.00123,0.96202,-0.33348,-0.27819,-0.00494,
1609652115030624256,-0.33051,3.72330,0.04791,-0.27390,-0.00010,0.00121,0.96176,-0.30124,-0.23696,0.01110,
1609652115097332224,-0.35328,3.70796,0.04917,-0.27466,-0.00029,0.00144,0.96154,-0.31232,-0.25025,-0.00238,
1609652115163933440,-0.37468,3.69077,0.04920,-0.27545,-0.00023,0.00132,0.96131,-0.32028,-0.25564,-0.00897,
1609652115230631680,-0.39573,3.67324,0.04924,-0.27622,-0.00026,0.00120,0.96109,-0.30259,-0.25754,-0.00448,
1609652115297376256,-0.41696,3.65592,0.04952,-0.27694,-0.00026,0.00119,0.96089,-0.31778,-0.24365,0.01339,
1609652115364078592,-0.43911,3.63930,0.05036,-0.27771,-0.00028,0.00115,0.96066,-0.28797,-0.26636,-0.00634,
1609652115430898432,-0.45967,3.62109,0.05029,-0.27838,-0.00043,0.00117,0.96047,-0.29694,-0.24284,0.00044,
1609652115497540864,-0.48077,3.60374,0.05007,-0.27893,-0.00050,0.00132,0.96031,-0.30934,-0.26830,0.00036,
1609652115564170496,-0.50175,3.58598,0.05049,-0.27981,-0.00041,0.00126,0.96005,-0.31403,-0.25549,0.02272,
1609652115630787840,-0.53144,3.58138,0.05515,-0.28180,-0.00089,0.00175,0.95947,-0.30628,-0.23274,0.01662,
1609652115697316352,-0.54489,3.55257,0.05252,-0.28138,-0.00041,0.00107,0.95960,-0.30543,-0.25337,-0.00029,
1609652115764118528,-0.56558,3.53449,0.05253,-0.28198,-0.00045,0.00115,0.95942,-0.30878,-0.28082,-0.00653,
1609652115830801920,-0.58571,3.51620,0.05161,-0.28233,-0.00043,0.00109,0.95932,-0.31119,-0.26507,-0.00216,
1609652115897451264,-0.60753,3.49893,0.05077,-0.28282,-0.00042,0.00083,0.95917,-0.29839,-0.25471,-0.01500,
1609652115964161280,-0.62826,3.48137,0.05075,-0.28283,-0.00067,0.00087,0.95917,-0.28480,-0.25106,-0.02041,
1609652116031034624,-0.64871,3.46411,0.05065,-0.28300,-0.00075,0.00110,0.95912,-0.27754,-0.24539,-0.01433,
1609652116097534208,-0.66940,3.44725,0.05083,-0.28290,-0.00069,0.00132,0.95915,-0.30544,-0.25159,-0.00578,
1609652116164434432,-0.69021,3.42996,0.05062,-0.28288,-0.00072,0.00132,0.95915,-0.31399,-0.25360,0.00981,
1609652116230978048,-0.71025,3.41213,0.05026,-0.28286,-0.00071,0.00126,0.95916,-0.31422,-0.25567,0.01447,
1609652116297578752,-0.73160,3.39561,0.04992,-0.28292,-0.00071,0.00135,0.95914,-0.31101,-0.27145,0.00530,
1609652116364213504,-0.75224,3.37793,0.05020,-0.28312,-0.00066,0.00136,0.95908,-0.30890,-0.23936,0.02004,
1609652116430868480,-0.77284,3.36078,0.05054,-0.28332,-0.00067,0.00136,0.95902,-0.31213,-0.25497,0.01163,
1609652116497696512,-0.79329,3.34335,0.05036,-0.28328,-0.00071,0.00129,0.95904,-0.31262,-0.24784,0.00889,
1609652116564264960,-0.81364,3.32593,0.04996,-0.28334,-0.00069,0.00132,0.95902,-0.31393,-0.26194,-0.00057,
1609652116630961664,-0.83471,3.30841,0.04984,-0.28391,-0.00068,0.00135,0.95885,-0.32131,-0.24841,0.01743,
1609652116697732608,-0.85562,3.29025,0.04969,-0.28496,-0.00063,0.00124,0.95854,-0.32095,-0.25343,0.01052,
1609652116764369664,-0.87636,3.27201,0.04955,-0.28601,-0.00062,0.00124,0.95823,-0.31819,-0.27833,0.00396,
1609652116831073792,-0.89855,3.25402,0.04849,-0.28721,-0.00058,0.00146,0.95787,-0.30913,-0.26822,0.00833,
1609652116897910016,-0.91992,3.23609,0.05027,-0.28850,-0.00075,0.00121,0.95748,-0.29414,-0.26166,0.00152,
1609652116964640256,-0.94090,3.21775,0.05083,-0.28962,-0.00079,0.00114,0.95714,-0.29940,-0.25220,-0.00086,
1609652117031253760,-0.96118,3.19919,0.05092,-0.29098,-0.00069,0.00115,0.95673,-0.29721,-0.27043,-0.00736,
1609652117097684992,-0.98181,3.18092,0.05163,-0.29229,-0.00078,0.00111,0.95633,-0.29438,-0.25654,0.00585,
1609652117164422144,-1.00359,3.16362,0.05217,-0.29349,-0.00072,0.00106,0.95596,-0.29221,-0.26425,-0.00012,
1609652117231255040,-1.02400,3.14462,0.05249,-0.29497,-0.00079,0.00100,0.95551,-0.28770,-0.27025,-0.00601,
1609652117297893632,-1.04451,3.12515,0.05267,-0.29725,-0.00082,0.00101,0.95480,-0.29338,-0.30268,0.00440,
1609652117364481024,-1.06513,3.10438,0.05313,-0.30099,-0.00071,0.00089,0.95363,-0.29938,-0.32219,0.01292,
1609652117431270400,-1.08881,3.08579,0.05355,-0.30621,-0.00078,0.00102,0.95196,-0.31569,-0.35200,0.00599,
1609652117497883904,-1.10727,3.06158,0.05339,-0.31099,-0.00056,0.00103,0.95041,-0.30738,-0.35633,0.01941,
1609652117564573184,-1.12865,3.04009,0.05395,-0.31629,-0.00040,0.00102,0.94866,-0.31506,-0.34523,0.01385,
1609652117631211520,-1.14902,3.01750,0.05408,-0.32129,-0.00037,0.00106,0.94698,-0.28435,-0.33885,-0.00859,
1609652117698019072,-1.17032,2.99551,0.05483,-0.32629,-0.00038,0.00099,0.94527,-0.30065,-0.32747,0.01737,
1609652117764924672,-1.18997,2.97206,0.05427,-0.33137,-0.00047,0.00089,0.94350,-0.27945,-0.33588,0.00125,
1609652117831215872,-1.20967,2.94982,0.05528,-0.33661,-0.00045,0.00092,0.94164,-0.27530,-0.35414,-0.02035,
1609652117898075136,-1.22891,2.92635,0.05581,-0.34166,-0.00056,0.00094,0.93982,-0.25872,-0.32933,-0.00790,
1609652117964653568,-1.24959,2.90326,0.05661,-0.34671,-0.00067,0.00087,0.93797,-0.24982,-0.34577,-0.01050,
1609652118031434496,-1.26846,2.87952,0.05703,-0.35172,-0.00064,0.00090,0.93611,-0.27064,-0.34422,-0.00464,
1609652118098146304,-1.28749,2.85634,0.05782,-0.35683,-0.00073,0.00072,0.93417,-0.25919,-0.34007,-0.00785,
1609652118164641536,-1.30565,2.83208,0.05804,-0.36168,-0.00074,0.00076,0.93230,-0.27368,-0.36727,0.00398,
1609652118231234304,-1.32396,2.80808,0.05931,-0.36655,-0.00057,0.00075,0.93040,-0.27095,-0.35721,0.02613,
1609652118297996288,-1.34153,2.78334,0.05911,-0.37143,-0.00063,0.00059,0.92846,-0.26551,-0.36316,0.00926,
1609652118364708608,-1.35933,2.75835,0.06065,-0.37628,-0.00049,0.00049,0.92651,-0.24787,-0.35180,-0.01445,
1609652118431623680,-1.37640,2.73352,0.06074,-0.38121,-0.00037,0.00050,0.92449,-0.27058,-0.38142,0.01106,
1609652118498049024,-1.39290,2.70811,0.06182,-0.38615,-0.00011,0.00038,0.92244,-0.27241,-0.41563,0.00707,
1609652118564803072,-1.40905,2.68396,0.06168,-0.38957,0.00007,0.00041,0.92100,-0.24987,-0.36811,-0.00709,
1609652118631592192,-1.42530,2.66029,0.06206,-0.39120,0.00019,0.00029,0.92031,-0.26789,-0.37112,0.00609,
1609652118698206464,-1.44131,2.63849,0.06175,-0.39133,0.00028,0.00024,0.92025,-0.25333,-0.33072,-0.00400,
1609652118764895232,-1.45762,2.61723,0.06218,-0.39115,0.00037,0.00034,0.92032,-0.22535,-0.30208,-0.00962,
1609652118831418112,-1.47396,2.59606,0.06232,-0.39111,0.00023,0.00033,0.92034,-0.23265,-0.31018,-0.00848,
1609652118898189312,-1.49005,2.57432,0.06254,-0.39116,0.00029,0.00032,0.92032,-0.22028,-0.29961,-0.00282,
1609652118964928512,-1.50665,2.55220,0.06389,-0.39103,0.00027,0.00027,0.92038,-0.24014,-0.30824,-0.00142,
1609652119031523072,-1.52308,2.53108,0.06323,-0.39086,0.00004,0.00028,0.92045,-0.23203,-0.30136,-0.00708,
