Time,PosX,PosY,PosZ,QuatW,QuatX,QuatY,QuatZ,VelX,VelY,VelZ,
1609652071254089728,0.00067,0.00033,0.00198,0.99964,0.01289,-0.02343,0.00026,0.00085,0.00094,-0.00149,
1609652071320658688,0.00064,0.00023,0.00205,0.99964,0.01286,-0.02342,0.00029,-0.00030,0.00099,-0.00133,
1609652071387198208,0.00060,0.00029,0.00205,0.99964,0.01288,-0.02342,0.00027,0.00100,0.00097,-0.00145,
1609652071453941504,0.00064,0.00030,0.00203,0.99964,0.01289,-0.02342,0.00027,-0.00039,0.00016,-0.00161,
1609652071520576000,0.00062,0.00022,0.00207,0.99964,0.01289,-0.02341,0.00029,-0.00023,0.00027,-0.00094,
1609652071587315200,0.00056,0.00029,0.00209,0.99964,0.01290,-0.02340,0.00027,-0.00053,0.00043,-0.00091,
1609652071654100736,0.00058,0.00033,0.00209,0.99964,0.01292,-0.02339,0.00026,-0.00141,0.00113,-0.00055,
1609652071720692992,0.00056,0.00025,0.00211,0.99964,0.01291,-0.02338,0.00029,-0.00089,0.00061,-0.00063,
1609652071787318016,0.00055,0.00030,0.00210,0.99964,0.01293,-0.02338,0.00027,0.00006,0.00035,-0.00185,
1609652071854414336,0.00060,0.00038,0.00209,0.99964,0.01294,-0.02338,0.00026,-0.00014,0.00001,-0.00037,
1609652071920852992,0.00057,0.00023,0.00214,0.99964,0.01294,-0.02338,0.00029,0.00094,0.00041,-0.00090,
1609652071987404032,0.00056,0.00037,0.00212,0.99964,0.01295,-0.02338,0.00026,0.00117,0.00042,-0.00005,
1609652072054102016,0.00060,0.00041,0.00212,0.99964,0.01296,-0.02339,0.00025,0.00047,0.00052,0.00047,
1609652072120779520,0.00058,0.00033,0.00216,0.99964,0.01295,-0.02339,0.00027,0.00078,0.00019,-0.00150,
1609652072187308288,0.00057,0.00039,0.00216,0.99964,0.01296,-0.02339,0.00026,0.00043,0.00094,-0.00023,
1609652072254150912,0.00059,0.00044,0.00215,0.99964,0.01298,-0.02339,0.00025,-0.00058,0.00039,-0.00029,
1609652072320780288,0.00056,0.00037,0.00216,0.99964,0.01298,-0.02339,0.00027,-0.00066,0.00043,-0.00110,
1609652072387343872,0.00055,0.00042,0.00215,0.99964,0.01300,-0.02338,0.00025,0.00065,0.00090,-0.00117,
1609652072454168320,0.00057,0.00044,0.00215,0.99964,0.01302,-0.02338,0.00025,0.00022,0.00080,-0.00042,
1609652072520834560,0.00055,0.00036,0.00218,0.99964,0.01302,-0.02338,0.00027,-0.00142,0.00125,-0.00017,
1609652072587627008,0.00054,0.00042,0.00218,0.99964,0.01305,-0.02338,0.00025,-0.00002,0.00087,-0.00041,
1609652072654497024,0.00057,0.00044,0.00219,0.99964,0.01306,-0.02338,0.00025,0.00037,0.00115,-0.00076,
1609652072720772864,0.00058,0.00037,0.00220,0.99964,0.01306,-0.02339,0.00027,0.00123,0.00068,0.00010,
1609652072787548160,0.00057,0.00044,0.00219,0.99964,0.01308,-0.02340,0.00026,-0.00039,0.00136,-0.00059,
1609652072854298624,0.00058,0.00044,0.00219,0.99964,0.01309,-0.02340,0.00026,0.00157,0.00069,0.00026,
1609652072920920576,0.00057,0.00037,0.00220,0.99964,0.01308,-0.02342,0.00027,-0.00025,0.00086,-0.00019,
1609652072987617280,0.00056,0.00043,0.00222,0.99964,0.01309,-0.02341,0.00026,-0.00138,0.00072,-0.00003,
1609652073054386944,0.00058,0.00044,0.00224,0.99964,0.01310,-0.02341,0.00026,0.00114,0.00064,-0.00051,
1609652073120938752,0.00057,0.00038,0.00225,0.99964,0.01310,-0.02342,0.00027,0.00014,0.00076,-0.00032,
1609652073187559936,0.00057,0.00044,0.00224,0.99964,0.01312,-0.02342,0.00025,0.00122,0.00044,-0.00083,
1609652073254499328,0.00056,0.00044,0.00219,0.99964,0.01313,-0.02343,0.00026,0.00005,0.00097,-0.00012,
1609652073321076992,0.00054,0.00038,0.00221,0.99964,0.01313,-0.02343,0.00027,-0.00184,0.00054,0.00055,
1609652073387872768,0.00053,0.00043,0.00226,0.99964,0.01315,-0.02342,0.00026,0.00153,-0.00048,0.00009,
1609652073454322432,0.00055,0.00044,0.00228,0.99964,0.01315,-0.02342,0.00026,-0.00123,0.00079,-0.00012,
1609652073521035520,0.00055,0.00039,0.00229,0.99964,0.01315,-0.02342,0.00027,-0.00003,0.00080,-0.00033,
1609652073587907328,0.00055,0.00044,0.00228,0.99964,0.01317,-0.02342,0.00026,0.00087,0.00096,-0.00042,
1609652073654407680,0.00057,0.00044,0.00230,0.99964,0.01319,-0.02342,0.00026,-0.00070,0.00086,0.00026,
1609652073721161472,0.00056,0.00038,0.00230,0.99964,0.01319,-0.02343,0.00027,-0.00002,0.00076,0.00051,
1609652073787768832,0.00055,0.00043,0.00231,0.99964,0.01320,-0.02343,0.00026,0.00013,0.00000,-0.00095,
1609652073854615808,0.00055,0.00043,0.00232,0.99964,0.01321,-0.02343,0.00026,0.00039,-0.00011,-0.00029,
1609652073921218048,0.00056,0.00039,0.00231,0.99964,0.01320,-0.02344,0.00027,0.00006,0.00010,0.00081,
1609652073987885824,0.00055,0.00045,0.00231,0.99964,0.01322,-0.02344,0.00026,0.00062,0.00009,0.00012,
1609652074054641664,0.00056,0.00045,0.00233,0.99964,0.01322,-0.02344,0.00026,-0.00058,0.00085,0.00071,
1609652074121275904,0.00055,0.00040,0.00233,0.99964,0.01322,-0.02344,0.00027,-0.00120,0.00037,0.00052,
1609652074187932160,0.00059,0.00046,0.00235,0.99964,0.01324,-0.02344,0.00037,0.00265,0.00197,0.00160,
1609652074254639872,0.00123,0.00071,0.00246,0.99964,0.01321,-0.02346,0.00123,0.01609,0.00565,0.00424,
1609652074321300992,0.00319,0.00131,0.00260,0.99963,0.01314,-0.02350,0.00320,0.03109,0.01367,0.00554,
1609652074387868416,0.00700,0.00334,0.00273,0.99961,0.01303,-0.02334,0.00756,0.03366,0.03440,-0.00066,
1609652074454796288,0.01095,0.00580,0.00298,0.99955,0.01296,-0.02337,0.01350,0.04128,0.04484,0.00122,
1609652074521206016,0.01470,0.00896,0.00322,0.99944,0.01275,-0.02362,0.01986,0.06064,0.04818,0.00760,
1609652074587929856,0.01955,0.01309,0.00359,0.99926,0.01270,-0.02376,0.02750,0.07007,0.05602,0.01214,
1609652074654735872,0.02410,0.01666,0.00380,0.99902,0.01242,-0.02380,0.03513,0.05836,0.05523,0.00340,
1609652074721316096,0.02899,0.02042,0.00400,0.99875,0.01293,-0.02182,0.04303,0.07156,0.04706,0.00510,
1609652074788174592,0.03366,0.02420,0.00429,0.99836,0.01405,-0.02115,0.05123,0.07273,0.06411,0.00259,
1609652074854812160,0.03887,0.02885,0.00479,0.99792,0.01430,-0.02030,0.05941,0.06989,0.07143,0.00869,
1609652074921945088,0.04326,0.03336,0.00495,0.99739,0.01503,-0.01860,0.06808,0.07423,0.07613,0.00569,
1609652074988086784,0.04861,0.03915,0.00516,0.99680,0.01639,-0.01625,0.07649,0.06511,0.07497,0.00161,
1609652075054727680,0.05360,0.04463,0.00521,0.99615,0.01682,-0.01317,0.08499,0.05815,0.07179,0.00184,
1609652075121427200,0.05847,0.04982,0.00385,0.99556,0.01154,-0.00600,0.09325,0.05703,0.06965,0.00246,
1609652075188227328,0.06339,0.05480,0.00235,0.99480,0.00957,0.00448,0.10131,0.05965,0.06981,-0.00033,
1609652075254864128,0.06732,0.05940,0.00189,0.99390,0.00805,0.00767,0.10968,0.05339,0.07247,-0.00147,
1609652075321614336,0.07184,0.06587,0.00021,0.99293,0.00208,0.01102,0.11814,0.05986,0.07846,-0.00448,
1609652075388184320,0.07704,0.07275,-0.00059,0.99182,-0.00172,0.01193,0.12704,0.06616,0.07579,0.00170,
1609652075454835200,0.08227,0.07964,-0.00096,0.99055,-0.00757,0.00917,0.13665,0.06054,0.07990,0.00128,
1609652075521525248,0.08750,0.08665,-0.00164,0.98906,-0.01015,0.00858,0.14694,0.06954,0.08887,-0.00285,
1609652075588307968,0.09252,0.09391,-0.00235,0.98747,-0.01123,0.00856,0.15716,0.06583,0.09230,-0.00647,
1609652075655112960,0.09735,0.10142,-0.00249,0.98577,-0.01234,0.00739,0.16750,0.07107,0.09414,0.00155,
1609652075721787904,0.10198,0.10963,-0.00265,0.98397,-0.01195,0.00644,0.17783,0.06679,0.10403,-0.00028,
1609652075788660224,0.10656,0.11771,-0.00305,0.98206,-0.01155,0.00675,0.18807,0.06119,0.10473,-0.00601,
1609652075854944000,0.11125,0.12581,-0.00370,0.98005,-0.01076,0.00820,0.19828,0.07205,0.11071,-0.00645,
1609652075921661184,0.11662,0.13399,-0.00469,0.97794,-0.00886,0.00991,0.20845,0.06388,0.11102,-0.00739,
1609652075988573696,0.12131,0.14240,-0.00567,0.97571,-0.00798,0.01050,0.21867,0.05863,0.10129,-0.00749,
1609652076055094784,0.12492,0.15073,-0.00601,0.97353,-0.00720,0.00908,0.22824,0.05057,0.09328,-0.00138,
1609652076121714688,0.12799,0.15784,-0.00637,0.97158,-0.00642,0.00906,0.23645,0.03879,0.08781,-0.00135,
1609652076188271104,0.13073,0.16364,-0.00635,0.96988,-0.00510,0.00981,0.24335,0.03951,0.07822,0.00218,
1609652076255229184,0.13262,0.16717,-0.00646,0.96855,-0.00367,0.01031,0.24858,0.02959,0.05501,-0.00049,
1609652076321900288,0.13422,0.17057,-0.00671,0.96773,-0.00213,0.01099,0.25176,0.01461,0.02633,0.00247,
1609652076388449024,0.13454,0.17151,-0.00667,0.96746,-0.00034,0.01209,0.25275,0.00936,0.01518,-0.00152,
1609652076455194112,0.13499,0.17241,-0.00721,0.96749,0.00027,0.01236,0.25259,0.00430,-0.00336,0.00041,
1609652076521964032,0.13434,0.17230,-0.00673,0.96779,0.00070,0.01035,0.25154,-0.00852,-0.01653,0.00289,
1609652076588443904,0.13230,0.17286,-0.00609,0.96848,0.00168,0.00799,0.24895,-0.03003,-0.02410,0.00481,
1609652076655177984,0.13065,0.16971,-0.00655,0.96984,0.00001,0.00951,0.24355,-0.04242,-0.05812,0.00038,
1609652076721807104,0.12806,0.16405,-0.00618,0.97181,-0.00100,0.00856,0.23562,-0.05454,-0.10496,0.01242,
1609652076788392704,0.12481,0.15711,-0.00592,0.97409,-0.00106,0.00842,0.22599,-0.04718,-0.10445,-0.00018,
1609652076855281152,0.12256,0.14896,-0.00653,0.97649,-0.00098,0.00909,0.21537,-0.04516,-0.10680,-0.00593,
1609652076921796096,0.11909,0.14018,-0.00649,0.97896,-0.00069,0.00974,0.20383,-0.06992,-0.11600,-0.00023,
1609652076988493568,0.11446,0.13160,-0.00578,0.98135,-0.00046,0.00995,0.19196,-0.07509,-0.11896,0.00740,
1609652077055087104,0.10937,0.12277,-0.00509,0.98367,-0.00036,0.01024,0.17968,-0.08041,-0.11464,0.00190,
1609652077122013696,0.10401,0.11373,-0.00440,0.98589,-0.00028,0.01070,0.16706,-0.07794,-0.12188,0.00872,
1609652077188734208,0.09864,0.10445,-0.00355,0.98798,-0.00034,0.01092,0.15418,-0.08647,-0.13395,0.00834,
1609652077255491072,0.09294,0.09510,-0.00283,0.98997,-0.00050,0.01129,0.14079,-0.09765,-0.12905,0.00318,
1609652077321901824,0.08707,0.08623,-0.00201,0.99181,-0.00068,0.01149,0.12723,-0.10673,-0.12540,0.00540,
1609652077388766976,0.08075,0.07716,-0.00114,0.99353,-0.00061,0.01166,0.11296,-0.09272,-0.12770,0.00474,
1609652077455264000,0.07439,0.06771,-0.00045,0.99510,-0.00060,0.01185,0.09820,-0.10226,-0.13303,0.00585,
1609652077521946368,0.06696,0.05896,0.00023,0.99647,-0.00078,0.01204,0.08307,-0.11405,-0.12213,0.00448,
1609652077588898816,0.05903,0.04994,0.00030,0.99765,-0.00074,0.01237,0.06743,-0.12913,-0.12655,0.00038,
1609652077655306240,0.05103,0.04063,0.00038,0.99860,-0.00058,0.01251,0.05134,-0.13833,-0.12919,0.00336,
1609652077722077696,0.04283,0.03226,0.00055,0.99930,-0.00057,0.01286,0.03500,-0.13573,-0.11089,0.00101,
1609652077788673536,0.03378,0.02411,0.00080,0.99975,-0.00050,0.01285,0.01832,-0.15333,-0.11854,0.00464,
1609652077855466752,0.02479,0.01565,0.00109,0.99992,-0.00026,0.01278,0.00139,-0.14158,-0.11407,0.00907,
1609652077922229504,0.01545,0.00838,0.00145,0.99980,-0.00027,0.01304,-0.01528,-0.14745,-0.10366,0.00677,
1609652077989063424,0.00539,0.00133,0.00165,0.99940,-0.00028,0.01306,-0.03201,-0.15597,-0.09593,0.00559,
1609652078055384064,-0.00490,-0.00569,0.00155,0.99874,0.00001,0.01212,-0.04875,-0.15851,-0.08482,0.00166,
1609652078122111744,-0.01545,-0.01162,0.00161,0.99780,0.00015,0.01178,-0.06531,-0.16285,-0.08536,-0.00459,
1609652078188955392,-0.02653,-0.01745,0.00153,0.99657,0.00009,0.01139,-0.08199,-0.16830,-0.07987,-0.00848,
1609652078255537408,-0.03775,-0.02370,0.00129,0.99505,0.00012,0.01044,-0.09880,-0.16309,-0.07957,-0.00561,
1609652078322047232,-0.04876,-0.02899,0.00133,0.99329,0.00002,0.01033,-0.11515,-0.17084,-0.06667,-0.00714,
1609652078389012224,-0.06057,-0.03392,0.00142,0.99123,0.00037,0.00979,-0.13177,-0.17821,-0.06133,-0.00365,
1609652078455684608,-0.07255,-0.03901,0.00189,0.98887,0.00044,0.00899,-0.14848,-0.16178,-0.05932,-0.00364,
1609652078522108416,-0.08438,-0.04324,0.00242,0.98630,-0.00079,0.00903,-0.16471,-0.15559,-0.05898,-0.00341,
1609652078588943104,-0.09657,-0.04721,0.00296,0.98343,-0.00162,0.00878,-0.18108,-0.17338,-0.04781,-0.00445,
1609652078655585024,-0.10957,-0.05108,0.00371,0.98026,-0.00228,0.00811,-0.19755,-0.16802,-0.04223,0.00144,
1609652078722487808,-0.12177,-0.05418,0.00439,0.97687,-0.00269,0.00806,-0.21365,-0.17829,-0.03618,-0.01029,
1609652078788944640,-0.13448,-0.05623,0.00450,0.97336,-0.00282,0.00796,-0.22912,-0.17140,-0.02403,-0.00422,
1609652078855576064,-0.14560,-0.05840,0.00469,0.97010,-0.00287,0.00751,-0.24258,-0.13253,-0.01871,-0.00262,
1609652078922327040,-0.15421,-0.05988,0.00465,0.96736,-0.00320,0.00739,-0.25328,-0.08625,-0.01382,0.00160,
1609652078989093888,-0.15986,-0.06002,0.00482,0.96523,-0.00339,0.00801,-0.26126,-0.09650,0.00885,0.00314,
1609652079055618560,-0.15781,-0.05242,0.00385,0.96375,-0.00302,0.00054,-0.26679,-0.05821,0.02052,-0.00416,
1609652079122366464,-0.16097,-0.05258,0.00348,0.96248,-0.00246,0.00026,-0.27135,-0.02974,0.01516,-0.00093,
1609652079188943104,-0.16235,-0.05296,0.00351,0.96208,-0.00195,-0.00025,-0.27278,-0.01312,0.00764,-0.00034,
1609652079255713536,-0.16244,-0.05274,0.00376,0.96197,-0.00191,-0.00029,-0.27316,0.00534,0.00244,0.00424,
1609652079322410240,-0.16235,-0.05256,0.00396,0.96202,-0.00195,-0.00024,-0.27297,-0.00005,0.00504,0.00374,
1609652079389110016,-0.16238,-0.05263,0.00400,0.96206,-0.00177,-0.00035,-0.27282,0.00011,0.00343,0.00348,
1609652079455878144,-0.16189,-0.05370,0.00379,0.96236,-0.00142,-0.00049,-0.27177,0.01188,-0.01140,0.00474,
1609652079522591744,-0.16051,-0.05550,0.00381,0.96310,-0.00128,-0.00018,-0.26915,0.03410,-0.01519,0.00167,
1609652079589242880,-0.15747,-0.05640,0.00374,0.96430,-0.00111,-0.00032,-0.26480,0.04689,-0.00065,0.00128,
1609652079655799296,-0.15373,-0.05623,0.00381,0.96581,-0.00096,-0.00039,-0.25923,0.06820,0.00461,0.01010,
1609652079722586368,-0.14917,-0.05592,0.00399,0.96751,-0.00120,-0.00044,-0.25282,0.07602,0.00775,0.00773,
1609652079789219072,-0.14411,-0.05557,0.00429,0.96931,-0.00141,-0.00031,-0.24585,0.07856,0.00026,0.00823,
1609652079855934976,-0.13922,-0.05496,0.00456,0.97130,-0.00154,-0.00013,-0.23787,0.08349,0.00686,0.00595,
1609652079922412544,-0.13340,-0.05371,0.00415,0.97332,-0.00138,-0.00006,-0.22943,0.08720,0.01560,0.00188,
1609652079989239808,-0.12707,-0.05263,0.00409,0.97526,-0.00141,0.00004,-0.22108,0.09163,0.02002,0.00204,
1609652080055883008,-0.12120,-0.05122,0.00443,0.97714,-0.00128,0.00003,-0.21258,0.08603,0.02412,-0.00030,
1609652080122650880,-0.11579,-0.04972,0.00458,0.97890,-0.00113,-0.00012,-0.20434,0.08980,0.01804,0.00141,
1609652080189345024,-0.11049,-0.04839,0.00450,0.98059,-0.00123,-0.00019,-0.19609,0.08782,0.01872,0.00314,
1609652080256104704,-0.10428,-0.04704,0.00457,0.98224,-0.00131,-0.00019,-0.18761,0.09704,0.02143,0.00142,
1609652080322641152,-0.09854,-0.04501,0.00434,0.98384,-0.00152,-0.00017,-0.17907,0.09265,0.02184,-0.00000,
1609652080389303040,-0.09259,-0.04257,0.00415,0.98532,-0.00155,-0.00010,-0.17069,0.08271,0.02445,0.00127,
1609652080455938816,-0.08687,-0.03952,0.00388,0.98669,-0.00147,-0.00012,-0.16258,0.07779,0.02939,0.00093,
1609652080522772480,-0.08152,-0.03725,0.00367,0.98801,-0.00132,-0.00021,-0.15438,0.08607,0.02555,0.00400,
1609652080589318400,-0.07634,-0.03541,0.00360,0.98922,-0.00128,-0.00017,-0.14646,0.08479,0.02552,0.00146,
1609652080656024064,-0.07106,-0.03382,0.00372,0.99028,-0.00137,-0.00022,-0.13907,0.06946,0.02021,-0.00030,
1609652080722834432,-0.06787,-0.03221,0.00359,0.99101,-0.00150,-0.00023,-0.13376,0.04507,0.01662,-0.00849,
1609652080789375232,-0.06574,-0.03151,0.00372,0.99149,-0.00150,-0.00016,-0.13021,0.02632,0.00759,-0.00262,
1609652080856146432,-0.06450,-0.03084,0.00374,0.99174,-0.00152,-0.00019,-0.12826,0.01083,-0.00042,0.00035,
1609652080923040512,-0.06350,-0.03099,0.00378,0.99186,-0.00136,-0.00009,-0.12731,0.00777,-0.00422,-0.00090,
1609652080989647872,-0.06302,-0.03097,0.00373,0.99195,-0.00133,-0.00006,-0.12664,0.00580,-0.00080,0.00105,
1609652081056411904,-0.06251,-0.03081,0.00390,0.99198,-0.00135,-0.00007,-0.12638,0.00300,-0.00407,0.00446,
1609652081122852864,-0.05961,-0.02998,0.00396,0.99207,-0.00132,-0.00010,-0.12566,0.05932,-0.00349,-0.00057,
1609652081189500928,-0.05418,-0.03055,0.00425,0.99213,-0.00132,-0.00037,-0.12522,0.11729,-0.02129,0.00528,
1609652081256240384,-0.04570,-0.03215,0.00351,0.99215,-0.00148,-0.00020,-0.12504,0.13929,-0.03139,0.00379,
1609652081322822912,-0.03642,-0.03448,0.00360,0.99213,-0.00150,-0.00017,-0.12517,0.13206,-0.03432,0.00282,
1609652081389749248,-0.02661,-0.03699,0.00347,0.99215,-0.00142,-0.00019,-0.12502,0.14918,-0.03502,0.00360,
1609652081456176384,-0.01557,-0.03977,0.00331,0.99217,-0.00132,-0.00016,-0.12490,0.18638,-0.04173,0.00179,
1609652081523007744,-0.00307,-0.04313,0.00326,0.99217,-0.00147,-0.00025,-0.12487,0.20346,-0.04919,0.00415,
1609652081589559552,0.01088,-0.04693,0.00369,0.99217,-0.00154,-0.00036,-0.12488,0.24190,-0.06203,0.01008,
1609652081656314624,0.02701,-0.05129,0.00350,0.99218,-0.00167,-0.00021,-0.12484,0.26699,-0.06737,0.00813,
1609652081723191808,0.04380,-0.05573,0.00348,0.99217,-0.00173,-0.00040,-0.12485,0.27511,-0.07644,0.01314,
1609652081789844992,0.06148,-0.06046,0.00363,0.99218,-0.00166,-0.00033,-0.12478,0.28348,-0.07362,0.01033,
1609652081856462336,0.07916,-0.06495,0.00353,0.99219,-0.00172,-0.00025,-0.12473,0.27993,-0.07196,0.00114,
1609652081923107584,0.09718,-0.06972,0.00347,0.99219,-0.00180,-0.00036,-0.12476,0.29963,-0.07586,0.00215,
1609652081989914624,0.11634,-0.07545,0.00386,0.99222,-0.00191,-0.00065,-0.12450,0.32070,-0.07423,0.00732,
1609652082056301056,0.13638,-0.08051,0.00374,0.99222,-0.00205,-0.00062,-0.12446,0.32263,-0.07587,-0.00139,
1609652082123066112,0.15719,-0.08595,0.00346,0.99221,-0.00205,-0.00055,-0.12453,0.30010,-0.07647,0.00008,
1609652082189730048,0.17955,-0.09185,0.00324,0.99219,-0.00199,-0.00072,-0.12471,0.33663,-0.09212,-0.00909,
1609652082256766208,0.20331,-0.09800,0.00273,0.99219,-0.00193,-0.00060,-0.12473,0.34282,-0.09693,-0.00676,
1609652082323070976,0.22739,-0.10410,0.00275,0.99220,-0.00192,-0.00067,-0.12461,0.40039,-0.08715,0.00028,
1609652082389927168,0.25282,-0.10999,0.00328,0.99224,-0.00196,-0.00112,-0.12435,0.41734,-0.10028,0.00687,
1609652082456593152,0.27853,-0.11651,0.00298,0.99222,-0.00209,-0.00103,-0.12447,0.41241,-0.10912,0.00383,
1609652082523219712,0.30419,-0.12262,0.00281,0.99221,-0.00211,-0.00100,-0.12458,0.38656,-0.10823,0.00228,
1609652082590227968,0.32997,-0.12934,0.00386,0.99220,-0.00218,-0.00111,-0.12464,0.40876,-0.10553,0.00895,
1609652082656491264,0.35553,-0.13594,0.00364,0.99219,-0.00228,-0.00108,-0.12471,0.39833,-0.10654,-0.00085,
1609652082723165952,0.38076,-0.14255,0.00430,0.99220,-0.00240,-0.00116,-0.12466,0.40150,-0.09187,0.00391,
1609652082789890304,0.40673,-0.14871,0.00474,0.99220,-0.00233,-0.00118,-0.12460,0.38539,-0.09717,0.00535,
1609652082856541440,0.43279,-0.15453,0.00406,0.99220,-0.00241,-0.00100,-0.12461,0.39153,-0.08808,0.00786,
1609652082923311360,0.45907,-0.16040,0.00408,0.99221,-0.00255,-0.00096,-0.12452,0.37671,-0.08751,0.00799,
1609652082989915136,0.48506,-0.16621,0.00356,0.99222,-0.00256,-0.00071,-0.12449,0.37797,-0.08914,0.01356,
1609652083056662784,0.51105,-0.17254,0.00356,0.99220,-0.00246,-0.00083,-0.12461,0.39316,-0.09648,0.00330,
1609652083123359232,0.53693,-0.17854,0.00329,0.99221,-0.00248,-0.00065,-0.12456,0.41698,-0.08579,-0.01246,
1609652083189971968,0.56321,-0.18449,0.00321,0.99221,-0.00262,-0.00067,-0.12454,0.41289,-0.08469,-0.01632,
1609652083256679936,0.58929,-0.19027,0.00387,0.99223,-0.00276,-0.00076,-0.12436,0.40408,-0.08449,-0.00946,
1609652083323375104,0.61567,-0.19597,0.00342,0.99224,-0.00272,-0.00059,-0.12434,0.38631,-0.09122,-0.01221,
1609652083389990912,0.64164,-0.20194,0.00346,0.99222,-0.00271,-0.00057,-0.12445,0.38744,-0.09038,-0.00113,
1609652083456735744,0.66760,-0.20807,0.00360,0.99221,-0.00263,-0.00040,-0.12457,0.37136,-0.08251,-0.00389,
1609652083523258368,0.69409,-0.21369,0.00452,0.99222,-0.00241,-0.00023,-0.12446,0.36189,-0.08127,0.01950,
1609652083590076160,0.71993,-0.21937,0.00509,0.99224,-0.00239,-0.00027,-0.12428,0.36697,-0.08154,0.01302,
1609652083657072896,0.74598,-0.22520,0.00485,0.99223,-0.00224,-0.00018,-0.12441,0.36155,-0.09285,0.00844,
1609652083723321344,0.77196,-0.23103,0.00521,0.99221,-0.00217,-0.00008,-0.12457,0.37119,-0.08282,0.00503,
1609652083790249728,0.79793,-0.23710,0.00626,0.99221,-0.00194,0.00020,-0.12453,0.35263,-0.08324,0.02038,
1609652083856797440,0.82407,-0.24276,0.00638,0.99222,-0.00185,0.00033,-0.12447,0.37496,-0.06937,0.00056,
1609652083923373312,0.85010,-0.24853,0.00593,0.99223,-0.00182,0.00036,-0.12439,0.38764,-0.08264,-0.00218,
1609652083990391296,0.87625,-0.25425,0.00547,0.99223,-0.00183,0.00048,-0.12438,0.39495,-0.08168,-0.00157,
1609652084056830720,0.90227,-0.26008,0.00494,0.99223,-0.00186,0.00076,-0.12440,0.38130,-0.08284,0.00209,
1609652084123735552,0.92854,-0.26613,0.00564,0.99224,-0.00175,0.00088,-0.12434,0.39016,-0.08479,-0.00224,
1609652084190150144,0.95484,-0.27194,0.00542,0.99231,-0.00152,0.00092,-0.12373,0.38122,-0.08491,0.00166,
1609652084256768000,0.98173,-0.27701,0.00528,0.99242,-0.00121,0.00099,-0.12287,0.37731,-0.07202,0.00032,
1609652084323676416,1.00896,-0.28161,0.00548,0.99256,-0.00099,0.00082,-0.12174,0.40275,-0.07443,0.00399,
1609652084390298368,1.03596,-0.28602,0.00545,0.99271,-0.00099,0.00082,-0.12054,0.40184,-0.06950,-0.00150,
1609652084456977920,1.06312,-0.29073,0.00548,0.99284,-0.00092,0.00112,-0.11941,0.39695,-0.05190,-0.00913,
